"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"OECD members","OED","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94949","93504","91669","89290","86775","84247","81507","78985","76964","76658","74467","73700","72672","71322","69695","68113","66843","65978","65291","64538","63677","63183","61462","60410","59837","59682","60329","60198","60956","62078","63927","66541","69082","",
"Oman","OMN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159","163","166","169","170","170","171","172","174","177","181","184","186","188","188","197","207","215","220","221","218","260","278","270","251","238","240","244","235","220","201","183","184","",
"Other small states","OSS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1479","1535","1583","1563","1576","1564","1547","1543","1546","1546","1546","1544","1544","1538","1546","1532","1528","1527","1527","1528","1527","1532","1544","1562","1584","1607","1624","1623","1607","1590","1580","1573","1575","",
"Pakistan","PAK","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21208","21501","21793","21667","22156","22539","23180","23783","24441","25128","25830","26925","27837","28090","28087","32665","27043","26068","25288","25024","25238","25618","25745","25669","25616","25576","25444","25228","25184","25322","25625","26035","26369","",
"Panama","PAN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","325","340","359","375","386","389","384","375","364","352","343","338","336","340","348","363","385","415","446","470","483","485","477","462","443","424","412","406","403","404","405","402","398","",
"Peru","PER","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4069","4048","4001","3947","3880","3806","3712","3616","3530","3451","3374","3295","3218","3148","3079","3006","2932","2860","2782","2689","2601","2534","2471","2417","2372","2341","2317","2317","2318","2349","2348","2339","2337","",
"Philippines","PHL","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10427","10147","9786","9396","9033","8773","8651","8679","8824","9058","9328","9609","9841","9992","10071","10132","10224","10364","10552","10763","10890","10980","11079","11166","11229","11271","11295","11265","11191","11175","11363","11733","12111","",
"Palau","PLW","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","5","5","4","5","6","6","6","6","6","",
"Papua New Guinea","PNG","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854","858","876","900","927","954","984","1013","1177","1069","1097","1123","1148","1175","1204","1235","1268","1301","1334","1365","1392","1418","1437","1454","1469","1479","1485","1492","1497","1502","1507","1512","1513","",
"Poland","POL","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2480","2541","2515","2461","2433","2443","2483","2533","2553","2524","2452","2401","2326","2289","2270","2256","2248","2220","2155","2055","1946","1847","1763","1669","1558","1441","1340","1273","1228","1197","1180","1172","1163","",
"Pre-demographic dividend","PRE","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163955","163838","168155","177228","177973","185245","191942","190266","192916","195643","197768","199488","200937","202835","203397","204219","205033","205441","207916","206968","208278","209596","211580","214535","216827","219932","222897","226206","228646","232928","236178","241050","248491","",
"Puerto Rico","PRI","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3739","4042","4008","3903","3726","5688","5330","4932","4608","4423","4309","4263","4270","2552","2553","2554","2567","2597","2588","2579","2545","2499","2448","2393","2341","2289","2249","2154","2084","1995","1918","1842","1882","",
"Portugal","PRT","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","983","992","990","979","974","974","965","938","891","825","749","679","610","549","497","451","407","367","333","300","274","253","233","215","200","189","182","179","179","183","192","201","211","",
"Paraguay","PRY","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763","758","753","748","745","743","746","751","759","770","785","802","815","829","844","857","865","870","872","872","870","869","868","864","858","850","841","831","817","802","783","766","747","",
"West Bank and Gaza","PSE","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248","211","216","222","228","235","243","249","257","263","268","275","281","286","292","300","307","315","323","331","339","346","354","361","777","366","366","363","477","353","351","350","352","",
"Pacific island small states","PSS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330","322","312","305","298","292","289","288","289","291","292","296","297","299","297","296","293","289","284","287","276","275","273","272","271","270","268","269","268","264","262","262","260","",
"Post-demographic dividend","PST","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68132","67907","72290","70219","65406","62305","59368","56850","54989","53748","52978","52440","51853","51199","50490","49773","49089","48134","46559","44557","42645","41637","40129","39479","39469","38554","38049","37665","37541","37943","39289","41672","49747","",
"French Polynesia","PYF","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","27","29","29","30","30","29","28","31","36","39","43","45","46","46","44","62","86","103","114","103","94","93","91","90","93","94","96","92","85","75","51","37","",
"Romania","ROU","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1967","1961","1920","1818","1764","1742","1702","1628","1540","1451","1374","1312","1245","1155","1055","982","979","1062","1178","1240","1208","1104","976","850","743","661","603","566","550","552","568","581","581","",
"Russian Federation","RUS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16243","17598","19994","23088","25439","30597","26495","27218","28623","30127","31070","31234","30625","29865","28975","28070","27061","25679","23792","21896","20346","18773","16991","15023","12977","10943","9244","7987","7191","6769","6614","6637","10091","",
"Rwanda","RWA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4465","5712","5436","6080","159818","4676","5288","6426","6216","5464","4714","4074","3567","3214","2983","2778","2584","2411","2266","2143","2057","2003","1972","1944","1905","1849","1770","1670","1568","1479","1422","1413","1436","",
"South Asia","SAS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291705","293042","285556","283918","282839","282260","282151","282816","283698","284648","284870","284331","284089","281627","281918","281355","272937","268744","263968","259474","254682","249073","242786","235403","227494","220420","211865","204771","199003","194341","190788","188864","187562","",
"Saudi Arabia","SAU","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2078","2115","2141","2176","2274","2426","2535","2655","2770","2847","2869","2831","2731","2587","2444","2341","2523","2710","2864","2979","3054","3006","2914","2823","2754","2695","2656","2636","2722","2797","2875","2603","2573","",
"Sudan","SDN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9431","9492","9525","9545","9673","9848","10031","10261","10533","10865","11238","11588","11863","12077","12242","12408","12592","12710","14925","12799","12778","12558","12350","12250","12159","12253","12319","12406","12552","12622","12642","12669","12669","",
"Senegal","SEN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1806","1835","1863","1897","1928","1962","1991","2022","2051","2075","2098","2114","2121","2125","2124","2115","2096","2061","2019","1972","1917","1867","1812","1759","1708","1657","1618","1594","1588","1599","1627","1660","1692","",
"Singapore","SGP","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214","193","174","160","151","146","144","140","137","135","134","135","137","135","130","124","122","124","123","123","121","121","121","119","116","113","110","108","106","104","102","99","95","",
"Solomon Islands","SLB","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","49","49","51","51","51","53","53","53","55","55","57","57","59","59","60","61","61","62","62","62","62","63","63","64","65","65","66","67","67","68","68","69","",
"Sierra Leone","SLE","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1972","2081","2021","2011","2014","2489","2030","2059","2089","2094","2099","2188","2348","2441","2522","2583","2629","2657","2693","2726","2761","2795","2825","2854","2892","2917","2949","2971","2992","3027","3074","3121","3172","",
"El Salvador","SLV","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1893","1254","1177","1156","1181","1224","1255","1266","1267","1264","1259","1255","1257","1270","1293","1304","1279","1228","1180","1129","1074","1017","985","1017","1125","1249","1301","1264","1163","1037","921","844","791","",
"San Marino","SMR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Somalia","SOM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3868","3771","3518","3498","3740","3822","3979","4090","4271","4477","4684","4906","5127","5334","5551","5763","5951","6069","6181","6161","6059","5902","5687","5749","5948","6202","6502","6815","6987","7115","7244","7349","8815","",
"Serbia","SRB","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460","502","492","453","406","375","383","430","483","496","466","419","378","355","350","357","358","347","326","297","269","248","233","220","209","201","194","191","184","178","175","176","181","",
"Sub-Saharan Africa (excluding high income)","SSA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219162","217796","224056","233996","388628","241049","249121","249614","253387","262916","260609","264125","266960","269428","270063","270213","269412","268057","268393","264069","261651","259079","256748","255074","254163","254146","255085","256012","257113","259953","263137","267630","274547","",
"South Sudan","SSD","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3286","3343","3377","3382","3417","3454","3451","3431","3412","3412","3444","3460","3467","3485","3527","3595","3659","3686","3698","3771","3865","4114","4329","4528","4635","4252","4165","3681","3244","3233","3574","3908","4328","",
"Sub-Saharan Africa","SSF","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219170","217803","224063","234003","388635","241056","249129","249621","253395","262924","260617","264133","266968","269435","270070","270219","269418","268063","268399","264075","261657","259085","256754","255080","254169","254152","255091","256018","257119","259959","263143","267635","274552","",
"Small states","SST","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2183","2228","2269","2248","2262","2248","2235","2232","2237","2234","2227","2224","2221","2216","2227","2211","2205","2197","2193","2200","2193","2203","2227","2252","2275","2290","2299","2288","2256","2249","2206","2193","2184","",
"Sao Tome and Principe","STP","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","34","33","32","31","31","31","32","34","35","36","38","38","40","41","41","41","41","42","43","43","45","46","46","45","45","45","45","45","45","45","47","49","",
"Suriname","SUR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","76","75","75","72","69","66","63","61","60","61","64","66","69","74","75","77","77","76","75","72","68","65","62","61","59","60","61","63","66","68","70","70","",
"Slovak Republic","SVK","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","298","297","300","308","316","323","329","332","332","328","321","312","302","292","282","272","264","256","248","238","228","220","211","204","195","185","173","163","153","144","138","133","127","",
"Slovenia","SVN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156","151","148","145","142","140","138","135","131","128","125","122","117","111","105","99","93","87","82","77","72","66","60","55","50","46","43","41","39","36","35","32","30","",
"Sweden","SWE","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","362","336","312","291","278","269","262","257","256","256","257","262","267","270","271","270","269","269","271","275","279","283","288","291","290","287","281","273","265","258","250","245","242","",
"Eswatini","SWZ","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","268","278","288","295","296","272","279","288","294","303","313","325","336","348","359","369","378","385","392","396","399","401","402","402","397","386","372","355","338","323","313","310","306","",
"Sint Maarten (Dutch part)","SXM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","7","7","7","7","7","8","7","8","8","8","8","8","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","",
"Syrian Arab Republic","SYR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1357","1378","1396","1406","1407","1390","1366","1331","1283","1225","1160","1100","1058","1039","1045","1078","1117","1215","1301","1241","1215","3213","12732","13323","10219","10770","8021","8349","7419","3800","2582","1627","2323","",
"Turks and Caicos Islands","TCA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","",
"Chad","TCD","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3214","1817","2011","2144","2166","2291","2520","2620","2705","2782","2869","2925","2973","3065","3261","3453","3581","3741","3864","4004","4151","4310","4490","4668","4864","5012","5113","5272","5399","5558","5677","5821","5952","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163230","164571","165898","165782","163422","159107","153001","146479","140262","135589","133583","133784","135512","136906","146856","136142","135498","134801","139709","134350","134181","132318","127976","123101","118371","113058","108728","105940","103137","100324","98232","97159","96068","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45692","48083","57390","60986","59644","62872","57919","57768","58637","60767","59898","59120","57586","56014","54489","53214","52105","50518","48082","44805","42120","39348","36432","33387","30910","27603","25640","22915","21291","20278","20778","19687","28571","",
"Togo","TGO","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","876","906","942","983","957","1021","1083","1140","1198","1252","1300","1340","1371","1395","1413","1429","1439","1460","1470","1480","1473","1462","1450","1442","1439","1446","1455","1461","1475","1493","1521","1546","1572","",
"Thailand","THA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10718","11570","12579","13639","14673","15156","14749","13650","12487","11605","11058","11029","11137","11020","10570","9926","9232","8558","7998","7580","7274","7092","6931","6822","6800","6845","6904","6945","6891","6714","6442","6136","5844","",
"Tajikistan","TJK","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","668","809","980","1111","1186","1185","1424","989","861","753","780","606","559","528","509","498","493","488","480","469","578","559","418","402","391","388","389","396","408","421","429","436","441","",
"Turkmenistan","TKM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547","564","583","606","633","665","700","729","757","781","794","798","803","808","813","821","828","824","812","798","785","769","753","738","718","694","672","647","623","602","581","565","548","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72671","71736","71608","71853","72293","72815","73247","73643","74921","75278","76533","77658","78349","78324","77649","76963","76826","77401","78235","78861","85861","78953","78232","77542","77361","77473","77512","77569","77177","76415","75959","75763","75526","",
"Timor-Leste","TLS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179","191","205","220","232","239","239","229","212","190","168","150","135","124","116","109","105","105","108","114","126","142","165","198","240","290","338","373","397","416","430","443","454","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32664","28505","28078","27700","27626","27333","27520","27847","28343","28978","29802","30833","31953","35082","33673","34464","35411","35751","36009","35753","35017","36320","44610","44190","39824","42533","38805","39324","41412","36798","33630","33226","31544","",
"Tonga","TON","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","9","9","9","8","8","9","9","9","9","10","10","10","10","10","10","10","10","9","9","9","9","9","9","10","10","10","10","10","11","11","",
"South Asia (IDA & IBRD)","TSA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291705","293042","285556","283918","282839","282260","282151","282816","283698","284648","284870","284331","284089","281627","281918","281355","272937","268744","263968","259474","254682","249073","242786","235403","227494","220420","211865","204771","199003","194341","190788","188864","187562","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219170","217803","224063","234003","388635","241056","249129","249621","253395","262924","260617","264133","266968","269435","270070","270219","269418","268063","268399","264075","261657","259085","256754","255080","254169","254152","255091","256018","257119","259959","263143","267635","274552","",
"Trinidad and Tobago","TTO","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","143","144","147","151","155","158","160","161","166","172","182","194","207","220","233","248","261","266","256","236","215","198","186","179","176","175","176","178","189","181","181","180","",
"Tunisia","TUN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","823","822","824","829","838","853","866","878","882","876","864","848","834","824","817","811","806","797","786","772","756","744","744","738","740","748","758","769","774","765","746","730","714","",
"Turkiye","TUR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8216","7923","7733","7443","7127","6937","6725","6495","6253","7209","5778","5528","5256","4973","4702","4448","4210","3993","3813","3673","3574","3502","3452","3449","3482","3551","4155","3523","3417","3332","3288","3312","3369","",
"Tuvalu","TUV","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",
"Tanzania","TZA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6973","7673","8362","9006","9707","10309","10668","10814","11044","11119","11113","11019","10795","10489","10117","9705","9268","8828","8434","8089","7798","7600","7451","7337","7220","7137","7171","7242","7398","7567","7775","8002","8227","",
"Uganda","UGA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9863","10597","11294","11918","12381","12631","12454","12414","12130","11933","11608","11228","10775","10403","10009","9669","9411","9244","9165","9179","9286","9449","9700","10016","10390","10834","11246","11733","12159","12574","12929","13280","13560","",
"Ukraine","UKR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4767","4998","5273","5717","6156","6338","6179","5915","5854","5987","6116","6095","5955","5795","5655","5610","5724","5754","5370","4744","4196","3791","3460","3176","3340","2571","2269","2007","1810","1685","1611","1583","7077","",
"Upper middle income","UMC","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240645","243464","254357","258033","254854","254736","244785","240116","236576","236400","236201","238722","241672","243501","252936","241178","239239","236857","234294","231179","227969","222473","213740","205023","196604","188183","182458","176710","172730","169688","167330","164606","166855","",
"Uruguay","URY","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207","209","216","226","239","253","266","272","272","265","251","234","219","207","200","200","204","211","223","237","250","259","265","266","266","266","269","274","279","284","288","291","294","",
"United States","USA","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21554","21357","21162","20864","20383","19590","18599","17864","17573","17619","17962","18567","19247","19818","20255","20536","20609","20443","19983","19379","18878","18704","18875","19316","19842","20240","20408","20511","20705","21269","22648","25002","27537","",
"Uzbekistan","UZB","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2567","2617","2695","2781","2871","2968","3073","3176","3260","3307","3298","3219","3091","2936","2792","2698","2669","2678","2691","2693","2694","2699","2708","2727","2749","2753","2712","2609","2441","2252","2106","2035","2002","",
"St. Vincent and the Grenadines","VCT","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","14","14","14","15","15","15","15","15","14","14","14","14","14","14","13","13","13","13","12","13","13","13","13","13","12","11","11","10","10","10","",
"Venezuela, RB","VEN","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2666","2927","3178","3379","3501","3523","3477","3492","3695","4108","4701","5395","6030","6392","6518","6627","6858","7145","7385","7550","7667","7765","7883","8083","8306","8436","8413","8382","7918","7075","6697","6660","6673","",
"British Virgin Islands","VGB","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","2","2","2","1","1","1","1","1","1","1","2","2","3","3","3","3","3","2","2","2","2","2","2","3","3","3","3","3","3","3","3","",
"Virgin Islands (U.S.)","VIR","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7735","7714","7796","7910","7985","8051","8099","8116","8101","8106","8111","8061","8004","7935","7858","7748","7616","7461","7294","7127","6984","6871","6765","6650","6492","6265","5976","5651","5319","5004","4751","4588","4502","",
"Vanuatu","VUT","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","20","21","21","21","22","22","22","22","23","23","24","25","26","27","28","28","28","28","29","29","30","30","30","30","30","29","29","28","29","29","",
"World","WLD","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894250","892250","899864","909849","1058204","909198","904068","896759","895850","903330","899515","903551","907678","908289","914846","901763","891079","883622","881968","863830","858818","839696","830089","811511","791070","777534","759685","748366","741164","730512","726282","728014","742007","",
"Samoa","WSM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","57","53","50","48","46","43","40","37","34","32","29","27","25","23","22","21","19","18","24","17","17","17","17","17","16","16","16","16","15","14","14","14","",
"Kosovo","XKX","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308","310","308","309","308","306","303","298","293","217","177","181","187","191","193","193","189","185","178","170","162","154","152","148","140","129","125","120","113","108","105","105","107","",
"Yemen, Rep.","YEM","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1726","1785","1849","1915","2364","2059","2126","2189","2252","2321","2392","2462","2532","2604","2674","2742","2821","2904","2984","3069","3168","3600","3832","3650","4027","7130","6820","7313","10578","9129","7821","8264","5104","",
"South Africa","ZAF","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11837","12868","13588","14185","14599","14910","15316","15972","17026","18648","20783","23193","25521","27440","28667","29166","29045","28460","27433","25993","24257","22428","20633","19013","17636","16682","16087","14686","13877","13225","12667","12227","11939","",
"Zambia","ZMB","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4535","4786","5028","5256","5451","5609","5721","5801","5863","5882","5879","5856","5845","5796","5738","5658","5604","5519","5442","5340","5236","5104","4967","4831","4703","4595","4485","4387","4316","4313","4336","4385","4449","",
"Zimbabwe","ZWE","Number of deaths ages 20-24 years","SH.DTH.2024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2649","2988","3379","3715","4060","4460","4941","5401","5817","6157","6418","6618","6781","6880","6892","6742","6450","6174","5753","5334","4951","4622","4368","4229","4154","4118","4111","4134","4205","4300","4429","4582","4701","",
